Pass Cmp,Pass Att,Pass Yds,Pass TD,Int,Sk,Rush Att,Rush Yds,Rush TD,FGM,FGA,Def TD,Opp Pass Cmp,Opp Pass Att,Opp Pass Yds,Opp Pass TD,Opp Int,Opp Sk,Opp Rush Att,Opp Rush Yds,Opp Rush TD,Opp FGM,Opp FGA,Opp Def TD
15,29,103,1,0,4,18,79,0,1,1,1,17,24,171,2,1,1,41,205,1,0,0,0
28,39,187,1,0,5,28,118,1,3,3,1,15,26,229,3,1,1,30,202,2,1,1,0
22,32,305,3,0,1,26,99,1,3,3,0,24,35,256,3,2,4,27,122,1,1,1,0
23,33,289,3,0,2,21,64,0,1,1,0,23,32,281,4,0,1,32,124,0,0,1,0
17,29,139,1,1,6,18,94,0,1,1,0,23,32,217,2,0,1,31,101,0,4,4,0
15,22,103,1,0,1,43,195,1,2,2,2,20,30,245,1,1,2,27,134,2,1,1,0
33,48,266,1,2,7,25,90,0,3,3,0,14,22,227,3,0,3,22,104,0,1,1,1
15,31,83,1,2,3,25,94,0,0,0,0,9,18,99,0,0,3,37,226,1,3,3,1
21,37,172,2,0,3,34,174,1,5,5,0,34,64,355,3,1,3,21,85,1,1,2,0
21,32,201,3,2,5,27,64,0,1,1,0,24,33,314,2,2,3,31,135,1,2,2,0
30,44,235,1,1,1,30,79,0,3,3,0,16,32,132,0,2,3,36,249,1,2,2,0
29,43,207,2,1,2,26,110,0,1,1,0,29,39,324,3,0,1,20,85,2,2,3,0
21,25,308,5,0,0,29,174,2,0,0,0,24,38,216,2,2,3,20,89,0,1,1,0
24,34,225,2,0,2,25,83,0,4,4,0,29,54,282,1,1,3,14,103,0,4,4,0
24,44,230,1,1,5,21,77,1,1,1,0,16,25,172,0,1,0,38,169,2,3,3,0
31,40,372,6,1,3,22,106,0,0,0,0,29,44,201,2,0,2,20,56,0,0,0,1
23,43,244,1,2,2,17,95,1,0,0,0,29,37,243,2,0,4,31,106,2,1,1,0
19,34,122,0,2,2,18,61,1,1,1,0,14,18,235,2,0,1,38,140,1,2,2,1
20,29,196,0,0,5,20,67,1,1,2,0,11,19,106,0,1,4,29,106,0,2,2,1
28,37,280,0,1,9,18,65,1,4,4,0,15,24,213,1,3,1,27,140,1,1,1,0
27,37,313,4,0,2,24,109,1,0,0,0,33,44,370,3,0,2,27,182,2,3,4,0
28,38,355,2,0,2,30,73,1,3,4,0,30,54,308,1,1,3,14,51,2,2,3,0
23,38,243,2,1,1,27,116,0,4,4,0,26,39,236,3,2,4,24,139,0,1,1,0
31,45,326,2,1,2,29,70,0,2,3,0,16,30,232,2,1,0,20,50,0,1,1,0
23,34,226,2,0,7,20,79,0,2,2,0,26,41,270,3,2,2,23,43,0,1,1,0
